Date,Argentina,Australia,Austria,Belgium,Bolivia,Brazil,Bulgaria,Canada,Chile,France,Germany,Hungary,Japan,Mexico,Netherlands,New Zealand,Norway,Paraguay,Peru,Poland,Russia,South Africa,Spain,Sweden,Switzerland,Ukraine,US,Uruguay
2010-05-09,163.0,280.0,460.0,31.0,260.0,214.0,334.0,868.0,6.0,6.0,508.0,40.0,6.0,811.0,14.0,25.0,59.0,229.0,186.0,13.0,527.0,408.0,3065.0,6.0,1.0,7.0,232.0,1060.0
2010-05-02,134.0,214.0,490.0,27.0,246.0,196.0,390.0,854.0,5.0,5.0,490.0,43.0,7.0,850.0,13.0,28.0,53.0,216.0,175.0,13.0,576.0,484.0,2799.0,6.0,2.0,6.0,279.0,1088.0
2010-04-25,142.0,211.0,530.0,24.0,250.0,200.0,379.0,966.0,6.0,4.0,472.0,46.0,7.0,907.0,14.0,19.0,34.0,223.0,199.0,14.0,604.0,521.0,2747.0,5.0,2.0,6.0,294.0,1149.0
2010-04-18,127.0,170.0,502.0,22.0,262.0,209.0,345.0,1005.0,5.0,5.0,490.0,42.0,7.0,890.0,14.0,19.0,28.0,259.0,193.0,16.0,588.0,469.0,2417.0,5.0,2.0,7.0,269.0,1110.0
2010-04-11,114.0,167.0,514.0,25.0,299.0,210.0,366.0,1077.0,5.0,7.0,497.0,31.0,6.0,1009.0,16.0,16.0,26.0,262.0,187.0,18.0,573.0,456.0,2350.0,6.0,2.0,9.0,256.0,1123.0
2010-04-04,109.0,125.0,500.0,26.0,285.0,193.0,385.0,1160.0,4.0,8.0,498.0,32.0,6.0,917.0,17.0,12.0,36.0,213.0,162.0,20.0,598.0,419.0,2224.0,8.0,2.0,10.0,254.0,1257.0
2010-03-28,95.0,122.0,510.0,34.0,258.0,166.0,397.0,1255.0,4.0,9.0,515.0,37.0,8.0,1037.0,16.0,17.0,29.0,188.0,151.0,22.0,618.0,389.0,2288.0,5.0,2.0,10.0,288.0,1350.0
2010-03-21,98.0,158.0,640.0,47.0,250.0,171.0,476.0,1404.0,3.0,9.0,627.0,53.0,10.0,1351.0,20.0,17.0,49.0,174.0,160.0,25.0,669.0,421.0,2044.0,8.0,3.0,12.0,308.0,1511.0
2010-03-14,92.0,174.0,688.0,54.0,210.0,172.0,616.0,1523.0,2.0,11.0,699.0,54.0,13.0,1515.0,23.0,15.0,52.0,149.0,151.0,27.0,667.0,470.0,2138.0,8.0,3.0,14.0,334.0,1619.0
2010-03-07,71.0,167.0,708.0,52.0,186.0,175.0,584.0,1725.0,1.0,13.0,784.0,52.0,17.0,1667.0,22.0,16.0,50.0,133.0,135.0,28.0,680.0,477.0,2153.0,10.0,2.0,15.0,381.0,1793.0
2010-02-28,70.0,138.0,742.0,46.0,164.0,152.0,548.0,1748.0,1.0,15.0,826.0,46.0,21.0,1739.0,19.0,12.0,54.0,108.0,121.0,31.0,657.0,527.0,1991.0,8.0,2.0,16.0,361.0,1888.0
2010-02-21,71.0,136.0,854.0,55.0,156.0,145.0,592.0,1751.0,1.0,19.0,979.0,61.0,37.0,1627.0,25.0,12.0,58.0,104.0,122.0,33.0,648.0,646.0,1967.0,9.0,2.0,21.0,391.0,1968.0
2010-02-14,68.0,93.0,844.0,48.0,145.0,130.0,567.0,1717.0,2.0,26.0,946.0,78.0,51.0,1599.0,29.0,10.0,64.0,96.0,121.0,35.0,640.0,720.0,2019.0,11.0,3.0,26.0,417.0,2000.0
2010-02-07,70.0,84.0,796.0,65.0,141.0,120.0,600.0,1736.0,1.0,35.0,931.0,68.0,74.0,1567.0,29.0,10.0,44.0,96.0,117.0,34.0,620.0,719.0,1915.0,10.0,3.0,29.0,403.0,1944.0
2010-01-31,65.0,71.0,757.0,63.0,134.0,114.0,585.0,1757.0,1.0,42.0,877.0,72.0,110.0,1527.0,28.0,11.0,48.0,95.0,115.0,36.0,645.0,640.0,1730.0,13.0,3.0,31.0,385.0,1910.0
2010-01-24,67.0,53.0,704.0,64.0,136.0,109.0,560.0,1619.0,1.0,48.0,880.0,96.0,171.0,1781.0,30.0,8.0,45.0,100.0,125.0,40.0,703.0,615.0,1670.0,11.0,3.0,33.0,398.0,1861.0
2010-01-17,67.0,57.0,757.0,59.0,129.0,109.0,620.0,1695.0,1.0,51.0,767.0,91.0,236.0,1713.0,28.0,8.0,60.0,108.0,113.0,44.0,760.0,524.0,1632.0,12.0,2.0,27.0,397.0,1860.0
2010-01-10,62.0,61.0,735.0,61.0,123.0,114.0,697.0,1683.0,1.0,82.0,769.0,100.0,273.0,1518.0,29.0,9.0,42.0,108.0,119.0,51.0,848.0,526.0,1628.0,17.0,2.0,30.0,414.0,1916.0
2010-01-03,62.0,75.0,735.0,81.0,126.0,120.0,770.0,2176.0,1.0,130.0,877.0,108.0,350.0,1435.0,31.0,13.0,55.0,118.0,122.0,59.0,880.0,554.0,1643.0,20.0,4.0,45.0,552.0,2169.0
2009-12-27,64.0,68.0,768.0,59.0,131.0,117.0,863.0,2199.0,2.0,148.0,865.0,152.0,333.0,1478.0,25.0,14.0,36.0,126.0,121.0,67.0,825.0,492.0,1923.0,37.0,3.0,59.0,759.0,2199.0
2009-12-20,63.0,72.0,857.0,67.0,144.0,110.0,808.0,1957.0,1.0,203.0,783.0,229.0,472.0,1360.0,26.0,12.0,42.0,131.0,109.0,83.0,897.0,605.0,1722.0,24.0,2.0,124.0,889.0,2055.0
2009-12-13,87.0,80.0,1036.0,79.0,168.0,122.0,807.0,2077.0,2.0,424.0,955.0,243.0,466.0,1398.0,42.0,14.0,63.0,131.0,151.0,124.0,1030.0,621.0,1917.0,45.0,3.0,153.0,919.0,2032.0
2009-12-06,83.0,90.0,1074.0,100.0,176.0,121.0,707.0,2134.0,3.0,641.0,982.0,318.0,577.0,1376.0,52.0,18.0,108.0,141.0,167.0,194.0,1088.0,702.0,1895.0,50.0,5.0,186.0,654.0,2190.0
2009-11-29,88.0,96.0,1229.0,105.0,191.0,132.0,801.0,2489.0,3.0,874.0,1042.0,356.0,753.0,1335.0,56.0,17.0,110.0,147.0,188.0,273.0,1110.0,994.0,1723.0,84.0,7.0,189.0,459.0,2560.0
2009-11-22,97.0,118.0,1418.0,131.0,209.0,146.0,1025.0,3055.0,3.0,801.0,1305.0,312.0,1007.0,1370.0,99.0,21.0,152.0,153.0,192.0,410.0,1151.0,1383.0,1960.0,181.0,15.0,231.0,513.0,2655.0
2009-11-15,117.0,158.0,1524.0,200.0,238.0,144.0,1260.0,4316.0,4.0,385.0,1568.0,314.0,919.0,1334.0,151.0,26.0,324.0,156.0,199.0,486.0,1036.0,1649.0,2027.0,348.0,41.0,262.0,716.0,3587.0
2009-11-08,123.0,144.0,1443.0,327.0,256.0,154.0,2368.0,6504.0,5.0,163.0,1687.0,233.0,1076.0,1307.0,199.0,22.0,618.0,162.0,204.0,251.0,1034.0,1742.0,2134.0,304.0,51.0,204.0,1062.0,4468.0
2009-11-01,125.0,167.0,1108.0,517.0,246.0,158.0,2569.0,9630.0,5.0,131.0,1396.0,167.0,1121.0,1242.0,168.0,26.0,751.0,177.0,213.0,203.0,988.0,1380.0,2228.0,313.0,34.0,140.0,1240.0,5722.0
2009-10-25,141.0,193.0,922.0,866.0,223.0,167.0,1494.0,9688.0,5.0,161.0,1099.0,97.0,1137.0,1123.0,123.0,30.0,535.0,189.0,216.0,79.0,878.0,946.0,2575.0,268.0,13.0,63.0,868.0,6533.0
2009-10-18,141.0,203.0,828.0,591.0,241.0,175.0,966.0,6799.0,4.0,111.0,1028.0,97.0,950.0,1106.0,71.0,38.0,236.0,216.0,208.0,58.0,808.0,666.0,2306.0,161.0,10.0,57.0,671.0,7112.0
2009-10-11,144.0,242.0,812.0,318.0,271.0,167.0,875.0,5111.0,6.0,81.0,993.0,102.0,795.0,1131.0,55.0,39.0,98.0,249.0,213.0,50.0,776.0,570.0,2168.0,126.0,6.0,50.0,564.0,6037.0
2009-10-04,142.0,213.0,877.0,200.0,271.0,177.0,739.0,4154.0,6.0,102.0,915.0,116.0,539.0,1175.0,52.0,35.0,87.0,264.0,202.0,54.0,737.0,526.0,2284.0,137.0,4.0,46.0,565.0,5424.0
2009-09-27,149.0,193.0,760.0,158.0,291.0,186.0,611.0,3718.0,6.0,130.0,805.0,130.0,407.0,1178.0,54.0,39.0,77.0,248.0,212.0,68.0,723.0,583.0,2624.0,111.0,5.0,43.0,590.0,4926.0
2009-09-20,145.0,218.0,687.0,137.0,257.0,199.0,397.0,3360.0,7.0,113.0,697.0,152.0,436.0,1188.0,59.0,43.0,94.0,260.0,230.0,75.0,685.0,609.0,2538.0,93.0,7.0,53.0,562.0,4254.0
2009-09-13,145.0,299.0,598.0,135.0,257.0,217.0,354.0,2621.0,5.0,150.0,661.0,147.0,404.0,1135.0,68.0,43.0,131.0,246.0,216.0,48.0,621.0,478.0,2805.0,51.0,10.0,67.0,484.0,3790.0
2009-09-06,144.0,385.0,576.0,106.0,289.0,234.0,339.0,2071.0,6.0,112.0,564.0,112.0,364.0,1003.0,62.0,48.0,214.0,283.0,240.0,25.0,590.0,419.0,3249.0,49.0,20.0,54.0,438.0,3361.0
2009-08-30,150.0,365.0,466.0,62.0,281.0,273.0,310.0,1584.0,7.0,53.0,449.0,51.0,329.0,810.0,54.0,56.0,264.0,305.0,233.0,21.0,581.0,310.0,3958.0,87.0,26.0,52.0,356.0,2498.0
2009-08-23,166.0,472.0,489.0,62.0,303.0,284.0,300.0,1309.0,7.0,43.0,390.0,56.0,250.0,677.0,49.0,62.0,267.0,344.0,215.0,20.0,591.0,264.0,4987.0,99.0,8.0,60.0,332.0,1915.0
2009-08-16,159.0,615.0,470.0,50.0,284.0,328.0,324.0,1121.0,8.0,20.0,368.0,67.0,170.0,653.0,49.0,64.0,211.0,332.0,203.0,18.0,589.0,224.0,5529.0,61.0,4.0,80.0,323.0,1481.0
2009-08-09,149.0,657.0,467.0,68.0,302.0,360.0,342.0,1015.0,8.0,15.0,381.0,49.0,102.0,643.0,50.0,76.0,117.0,353.0,205.0,18.0,569.0,234.0,6514.0,57.0,3.0,114.0,299.0,1302.0
2009-08-02,153.0,869.0,491.0,89.0,317.0,373.0,327.0,973.0,8.0,16.0,389.0,56.0,69.0,663.0,58.0,100.0,135.0,413.0,191.0,17.0,551.0,216.0,5780.0,39.0,2.0,86.0,271.0,1276.0
2009-07-26,170.0,1115.0,503.0,80.0,325.0,331.0,307.0,1151.0,8.0,23.0,447.0,60.0,42.0,669.0,47.0,120.0,124.0,420.0,181.0,16.0,550.0,205.0,4079.0,39.0,5.0,83.0,254.0,1324.0
2009-07-19,158.0,1316.0,482.0,69.0,284.0,305.0,269.0,1137.0,16.0,20.0,414.0,55.0,31.0,689.0,40.0,155.0,67.0,498.0,213.0,16.0,535.0,168.0,3256.0,52.0,6.0,60.0,225.0,1257.0
2009-07-12,238.0,1589.0,499.0,101.0,247.0,277.0,248.0,1175.0,45.0,11.0,370.0,37.0,32.0,705.0,31.0,190.0,32.0,606.0,256.0,17.0,547.0,204.0,3231.0,31.0,3.0,28.0,214.0,1278.0
2009-07-05,324.0,1590.0,482.0,38.0,266.0,250.0,267.0,1199.0,124.0,7.0,358.0,38.0,27.0,685.0,21.0,266.0,21.0,825.0,267.0,18.0,560.0,162.0,3446.0,14.0,1.0,23.0,197.0,1337.0
2009-06-28,442.0,1562.0,480.0,14.0,289.0,256.0,285.0,1197.0,213.0,7.0,352.0,34.0,28.0,702.0,21.0,262.0,25.0,596.0,251.0,18.0,546.0,184.0,3559.0,15.0,1.0,16.0,187.0,1490.0
2009-06-21,431.0,1271.0,503.0,19.0,327.0,261.0,356.0,1563.0,216.0,7.0,409.0,34.0,27.0,740.0,24.0,159.0,27.0,487.0,242.0,19.0,577.0,196.0,4000.0,8.0,2.0,13.0,201.0,1686.0
2009-06-14,399.0,1176.0,511.0,31.0,398.0,258.0,356.0,1937.0,113.0,8.0,443.0,40.0,40.0,787.0,28.0,139.0,27.0,508.0,236.0,20.0,628.0,217.0,3929.0,10.0,2.0,14.0,216.0,1895.0
2009-06-07,308.0,1056.0,514.0,24.0,353.0,231.0,329.0,2116.0,67.0,7.0,426.0,40.0,45.0,840.0,19.0,91.0,24.0,444.0,218.0,22.0,664.0,204.0,4406.0,13.0,2.0,16.0,220.0,1907.0
2009-05-31,232.0,986.0,510.0,31.0,342.0,244.0,363.0,1607.0,39.0,6.0,431.0,43.0,53.0,794.0,14.0,53.0,23.0,359.0,218.0,25.0,665.0,263.0,4172.0,13.0,2.0,14.0,243.0,1743.0
2009-05-24,190.0,849.0,517.0,35.0,376.0,268.0,414.0,1661.0,25.0,6.0,460.0,41.0,123.0,758.0,15.0,42.0,35.0,335.0,247.0,30.0,651.0,270.0,3644.0,17.0,2.0,15.0,244.0,1760.0
2009-05-17,166.0,504.0,516.0,56.0,398.0,275.0,394.0,1853.0,19.0,8.0,476.0,40.0,212.0,801.0,18.0,38.0,45.0,331.0,247.0,39.0,650.0,283.0,3473.0,17.0,2.0,20.0,259.0,1892.0
2009-05-10,164.0,438.0,597.0,63.0,372.0,279.0,420.0,2247.0,12.0,12.0,533.0,43.0,128.0,876.0,22.0,30.0,45.0,320.0,246.0,50.0,703.0,353.0,3326.0,18.0,3.0,18.0,289.0,1818.0
2009-05-03,166.0,402.0,624.0,56.0,387.0,270.0,546.0,2326.0,11.0,14.0,530.0,63.0,122.0,870.0,29.0,31.0,45.0,315.0,231.0,88.0,708.0,442.0,2809.0,33.0,4.0,38.0,355.0,1885.0
2009-04-26,154.0,429.0,665.0,68.0,438.0,258.0,649.0,2342.0,11.0,12.0,516.0,57.0,105.0,1207.0,33.0,35.0,43.0,281.0,250.0,157.0,749.0,533.0,3069.0,40.0,8.0,52.0,449.0,2129.0
2009-04-19,138.0,239.0,566.0,37.0,352.0,237.0,482.0,1684.0,8.0,8.0,539.0,38.0,48.0,998.0,17.0,19.0,29.0,221.0,233.0,29.0,746.0,390.0,2524.0,14.0,2.0,16.0,378.0,1381.0
2009-04-12,129.0,188.0,584.0,39.0,402.0,224.0,500.0,1542.0,5.0,10.0,557.0,55.0,55.0,913.0,19.0,15.0,33.0,217.0,213.0,33.0,733.0,448.0,2453.0,15.0,2.0,16.0,373.0,1378.0
2009-04-05,117.0,188.0,616.0,54.0,413.0,202.0,547.0,1604.0,5.0,12.0,611.0,79.0,64.0,956.0,22.0,14.0,37.0,213.0,197.0,39.0,830.0,428.0,2591.0,16.0,2.0,25.0,390.0,1462.0
2009-03-29,113.0,227.0,722.0,54.0,383.0,215.0,686.0,1844.0,4.0,16.0,739.0,114.0,83.0,1102.0,23.0,13.0,47.0,199.0,188.0,46.0,994.0,453.0,2498.0,12.0,3.0,36.0,431.0,1699.0
2009-03-22,118.0,204.0,809.0,63.0,307.0,213.0,761.0,2120.0,4.0,20.0,838.0,171.0,149.0,1185.0,26.0,18.0,43.0,182.0,178.0,58.0,987.0,565.0,2420.0,19.0,3.0,48.0,523.0,2021.0
2009-03-15,119.0,211.0,842.0,76.0,310.0,202.0,806.0,2294.0,3.0,18.0,882.0,200.0,251.0,1257.0,32.0,16.0,53.0,158.0,178.0,66.0,990.0,718.0,2515.0,20.0,3.0,61.0,618.0,2348.0
2009-03-08,98.0,218.0,960.0,84.0,301.0,192.0,916.0,2609.0,2.0,23.0,1000.0,214.0,284.0,1443.0,35.0,12.0,54.0,142.0,169.0,76.0,1047.0,907.0,2584.0,23.0,3.0,71.0,717.0,2711.0
2009-03-01,89.0,188.0,1141.0,113.0,256.0,193.0,932.0,3057.0,1.0,26.0,1142.0,349.0,284.0,1542.0,45.0,14.0,53.0,139.0,162.0,94.0,1026.0,975.0,2066.0,29.0,6.0,76.0,753.0,3220.0
2009-02-22,91.0,145.0,1095.0,140.0,215.0,176.0,884.0,3299.0,1.0,42.0,1222.0,393.0,311.0,1503.0,49.0,12.0,83.0,132.0,141.0,97.0,950.0,1006.0,2154.0,29.0,5.0,113.0,760.0,3447.0
2009-02-15,84.0,124.0,1176.0,243.0,199.0,164.0,793.0,3308.0,1.0,56.0,1370.0,412.0,379.0,1578.0,56.0,12.0,110.0,126.0,148.0,143.0,883.0,880.0,2490.0,30.0,9.0,132.0,681.0,3499.0
2009-02-08,86.0,98.0,1434.0,438.0,204.0,149.0,912.0,3082.0,1.0,91.0,1603.0,472.0,695.0,1620.0,69.0,6.0,108.0,126.0,152.0,228.0,887.0,754.0,2182.0,28.0,11.0,200.0,607.0,3484.0
2009-02-01,88.0,91.0,1941.0,797.0,218.0,142.0,1046.0,2951.0,1.0,194.0,1864.0,473.0,1047.0,1712.0,103.0,6.0,146.0,127.0,160.0,347.0,920.0,648.0,1989.0,37.0,19.0,385.0,590.0,3116.0
2009-01-25,89.0,90.0,2507.0,1008.0,222.0,143.0,1183.0,2818.0,2.0,407.0,1930.0,341.0,1376.0,1925.0,139.0,6.0,160.0,130.0,168.0,432.0,972.0,536.0,1475.0,72.0,27.0,527.0,482.0,2555.0
2009-01-18,90.0,102.0,2602.0,1089.0,226.0,137.0,949.0,2475.0,2.0,755.0,1995.0,218.0,1128.0,2092.0,184.0,6.0,202.0,135.0,170.0,357.0,925.0,450.0,1609.0,132.0,23.0,578.0,434.0,2191.0
2009-01-11,88.0,126.0,2138.0,665.0,192.0,140.0,1001.0,2439.0,2.0,770.0,1856.0,108.0,739.0,1975.0,153.0,8.0,230.0,144.0,166.0,179.0,894.0,407.0,1766.0,223.0,17.0,476.0,393.0,1971.0
2009-01-04,98.0,157.0,1681.0,308.0,168.0,148.0,1000.0,2596.0,2.0,569.0,1862.0,95.0,477.0,1441.0,106.0,13.0,236.0,152.0,178.0,120.0,804.0,499.0,1783.0,267.0,17.0,293.0,410.0,2133.0
2008-12-28,89.0,174.0,1384.0,173.0,179.0,145.0,660.0,2547.0,2.0,598.0,1685.0,87.0,414.0,1424.0,81.0,15.0,236.0,163.0,167.0,100.0,809.0,449.0,1785.0,420.0,14.0,213.0,407.0,2100.0
2008-12-21,84.0,141.0,1085.0,109.0,187.0,140.0,650.0,2246.0,2.0,377.0,1315.0,76.0,397.0,1450.0,66.0,10.0,129.0,173.0,152.0,71.0,743.0,437.0,2126.0,194.0,7.0,71.0,441.0,1942.0
2008-12-14,102.0,139.0,1086.0,131.0,224.0,153.0,741.0,2133.0,2.0,218.0,1401.0,69.0,308.0,1535.0,54.0,10.0,101.0,181.0,184.0,67.0,713.0,483.0,2096.0,73.0,6.0,54.0,427.0,1870.0
2008-12-07,102.0,144.0,927.0,149.0,249.0,175.0,750.0,2101.0,3.0,115.0,1165.0,72.0,183.0,1471.0,45.0,13.0,63.0,193.0,197.0,71.0,739.0,506.0,1928.0,45.0,5.0,42.0,417.0,1938.0
2008-11-30,102.0,184.0,882.0,124.0,247.0,193.0,737.0,2047.0,3.0,70.0,1031.0,65.0,119.0,1376.0,37.0,9.0,53.0,196.0,206.0,61.0,728.0,495.0,2080.0,28.0,3.0,48.0,429.0,2045.0
2008-11-23,112.0,202.0,919.0,123.0,252.0,209.0,794.0,1947.0,3.0,54.0,1012.0,62.0,71.0,1297.0,32.0,12.0,42.0,200.0,238.0,43.0,784.0,391.0,2146.0,25.0,3.0,40.0,476.0,1969.0
2008-11-16,133.0,232.0,849.0,108.0,293.0,220.0,816.0,1999.0,3.0,40.0,1018.0,58.0,61.0,1285.0,32.0,15.0,29.0,207.0,229.0,37.0,767.0,452.0,1920.0,31.0,4.0,37.0,496.0,2194.0
2008-11-09,138.0,284.0,858.0,80.0,324.0,213.0,814.0,1977.0,4.0,39.0,955.0,74.0,36.0,1254.0,33.0,19.0,30.0,198.0,243.0,36.0,752.0,444.0,1976.0,26.0,3.0,42.0,507.0,1953.0
2008-11-02,154.0,275.0,803.0,91.0,392.0,222.0,928.0,1767.0,4.0,33.0,930.0,51.0,23.0,1241.0,30.0,17.0,34.0,201.0,244.0,39.0,770.0,462.0,1825.0,19.0,3.0,25.0,452.0,1747.0
2008-10-26,154.0,317.0,861.0,71.0,359.0,226.0,750.0,1642.0,4.0,37.0,891.0,61.0,17.0,1142.0,28.0,19.0,35.0,223.0,247.0,43.0,816.0,411.0,2097.0,24.0,2.0,28.0,450.0,1659.0
2008-10-19,162.0,326.0,851.0,77.0,311.0,236.0,807.0,1576.0,4.0,48.0,942.0,71.0,12.0,1101.0,28.0,21.0,28.0,238.0,240.0,45.0,824.0,440.0,2005.0,19.0,2.0,23.0,457.0,1543.0
2008-10-12,157.0,371.0,886.0,83.0,300.0,233.0,769.0,1473.0,4.0,53.0,955.0,65.0,9.0,1035.0,26.0,27.0,27.0,246.0,243.0,46.0,867.0,461.0,2548.0,27.0,2.0,24.0,490.0,1404.0
2008-10-05,182.0,389.0,944.0,82.0,347.0,211.0,735.0,1470.0,4.0,38.0,1021.0,58.0,7.0,1018.0,30.0,22.0,26.0,283.0,252.0,53.0,828.0,502.0,2680.0,30.0,2.0,27.0,469.0,1334.0
2008-09-28,179.0,515.0,967.0,88.0,331.0,241.0,525.0,1422.0,5.0,39.0,922.0,67.0,5.0,1022.0,25.0,35.0,29.0,274.0,292.0,65.0,845.0,530.0,2375.0,27.0,2.0,31.0,516.0,1275.0
2008-09-21,190.0,683.0,824.0,75.0,324.0,253.0,458.0,1463.0,5.0,40.0,915.0,70.0,3.0,953.0,25.0,52.0,33.0,313.0,275.0,68.0,741.0,505.0,2778.0,16.0,2.0,30.0,536.0,1221.0
2008-09-14,189.0,976.0,641.0,47.0,300.0,255.0,390.0,1205.0,6.0,20.0,816.0,57.0,2.0,914.0,28.0,57.0,35.0,317.0,269.0,21.0,612.0,466.0,2728.0,14.0,2.0,26.0,436.0,1114.0
2008-09-07,191.0,1340.0,570.0,30.0,298.0,243.0,340.0,914.0,6.0,9.0,620.0,39.0,2.0,865.0,27.0,75.0,32.0,281.0,293.0,9.0,566.0,342.0,2938.0,8.0,2.0,15.0,324.0,1009.0
2008-08-31,193.0,2017.0,517.0,19.0,296.0,199.0,302.0,740.0,6.0,5.0,519.0,35.0,2.0,799.0,21.0,93.0,27.0,259.0,259.0,8.0,579.0,224.0,2849.0,6.0,2.0,13.0,287.0,903.0
2008-08-24,206.0,2282.0,450.0,17.0,316.0,255.0,304.0,711.0,6.0,4.0,424.0,36.0,1.0,707.0,20.0,102.0,24.0,282.0,260.0,8.0,580.0,225.0,3073.0,8.0,1.0,10.0,234.0,771.0
2008-08-17,210.0,1612.0,495.0,15.0,306.0,256.0,293.0,565.0,6.0,5.0,365.0,32.0,2.0,633.0,15.0,121.0,16.0,290.0,248.0,8.0,591.0,157.0,3494.0,8.0,1.0,8.0,215.0,710.0
2008-08-10,220.0,1396.0,390.0,14.0,322.0,240.0,246.0,577.0,5.0,5.0,348.0,32.0,2.0,633.0,15.0,120.0,13.0,305.0,222.0,9.0,574.0,118.0,3687.0,7.0,1.0,8.0,214.0,684.0
2008-08-03,201.0,827.0,416.0,13.0,309.0,229.0,234.0,474.0,5.0,4.0,356.0,32.0,2.0,653.0,15.0,111.0,13.0,351.0,222.0,9.0,572.0,120.0,3594.0,8.0,1.0,11.0,196.0,648.0
2008-07-27,216.0,657.0,422.0,14.0,291.0,252.0,231.0,429.0,4.0,4.0,352.0,36.0,2.0,698.0,11.0,80.0,12.0,387.0,179.0,10.0,573.0,112.0,3874.0,7.0,1.0,10.0,181.0,634.0
2008-07-20,261.0,534.0,464.0,13.0,271.0,273.0,249.0,494.0,6.0,4.0,421.0,33.0,2.0,688.0,16.0,85.0,12.0,452.0,205.0,11.0,554.0,101.0,3971.0,8.0,1.0,7.0,174.0,627.0
2008-07-13,319.0,523.0,522.0,12.0,290.0,269.0,297.0,491.0,8.0,6.0,436.0,37.0,2.0,712.0,14.0,78.0,11.0,490.0,231.0,11.0,529.0,125.0,3806.0,7.0,1.0,8.0,168.0,638.0
2008-07-06,371.0,503.0,506.0,14.0,321.0,278.0,330.0,520.0,8.0,6.0,433.0,37.0,2.0,681.0,13.0,70.0,11.0,515.0,247.0,12.0,538.0,123.0,4149.0,8.0,1.0,10.0,177.0,665.0
2008-06-29,372.0,406.0,520.0,18.0,370.0,300.0,362.0,615.0,7.0,4.0,433.0,42.0,2.0,681.0,16.0,71.0,12.0,572.0,248.0,14.0,538.0,157.0,3758.0,7.0,1.0,14.0,189.0,646.0
2008-06-22,411.0,454.0,538.0,19.0,360.0,317.0,365.0,665.0,8.0,5.0,439.0,39.0,2.0,703.0,17.0,54.0,14.0,573.0,257.0,15.0,566.0,171.0,3691.0,8.0,1.0,16.0,190.0,662.0
2008-06-15,381.0,475.0,592.0,23.0,375.0,317.0,380.0,757.0,10.0,9.0,444.0,33.0,3.0,717.0,17.0,66.0,16.0,491.0,258.0,17.0,578.0,193.0,3771.0,8.0,1.0,19.0,201.0,713.0
2008-06-08,343.0,467.0,569.0,26.0,370.0,305.0,402.0,642.0,8.0,8.0,410.0,37.0,3.0,757.0,15.0,42.0,25.0,444.0,284.0,19.0,595.0,241.0,3497.0,8.0,1.0,12.0,209.0,727.0
2008-06-01,266.0,448.0,525.0,27.0,365.0,315.0,408.0,688.0,10.0,8.0,392.0,43.0,4.0,790.0,16.0,32.0,36.0,457.0,251.0,21.0,593.0,262.0,3121.0,11.0,1.0,10.0,217.0,770.0
2008-05-25,217.0,497.0,517.0,24.0,349.0,361.0,376.0,805.0,11.0,7.0,425.0,40.0,4.0,849.0,15.0,29.0,31.0,398.0,242.0,21.0,583.0,289.0,2706.0,11.0,1.0,10.0,210.0,828.0
2008-05-18,210.0,487.0,539.0,32.0,430.0,337.0,401.0,1002.0,25.0,6.0,465.0,43.0,5.0,849.0,15.0,27.0,21.0,336.0,273.0,23.0,602.0,283.0,2465.0,16.0,1.0,9.0,219.0,873.0
2008-05-11,197.0,488.0,564.0,31.0,396.0,334.0,409.0,1089.0,41.0,6.0,464.0,48.0,6.0,851.0,14.0,20.0,27.0,300.0,226.0,26.0,612.0,312.0,2697.0,15.0,2.0,10.0,237.0,922.0
2008-05-04,186.0,472.0,645.0,51.0,376.0,318.0,421.0,1179.0,49.0,7.0,585.0,46.0,7.0,880.0,18.0,23.0,33.0,285.0,265.0,30.0,650.0,288.0,2485.0,14.0,2.0,13.0,250.0,947.0
2008-04-27,173.0,448.0,650.0,52.0,409.0,287.0,471.0,1419.0,45.0,9.0,664.0,49.0,11.0,905.0,22.0,24.0,34.0,268.0,254.0,33.0,676.0,381.0,2450.0,13.0,2.0,16.0,279.0,1046.0
2008-04-20,188.0,323.0,711.0,69.0,429.0,291.0,551.0,1679.0,27.0,16.0,751.0,50.0,12.0,1006.0,28.0,17.0,38.0,262.0,284.0,40.0,690.0,336.0,2499.0,17.0,2.0,19.0,281.0,1180.0
2008-04-13,174.0,325.0,773.0,66.0,406.0,296.0,677.0,1874.0,13.0,23.0,708.0,60.0,15.0,1001.0,31.0,17.0,48.0,252.0,264.0,49.0,771.0,374.0,2506.0,17.0,2.0,23.0,300.0,1331.0
2008-04-06,161.0,288.0,842.0,75.0,387.0,284.0,848.0,2202.0,6.0,26.0,734.0,83.0,14.0,1054.0,34.0,16.0,43.0,257.0,246.0,63.0,861.0,443.0,2438.0,19.0,4.0,33.0,315.0,1508.0
2008-03-30,150.0,252.0,867.0,81.0,490.0,288.0,897.0,2365.0,6.0,33.0,762.0,103.0,19.0,1091.0,36.0,17.0,42.0,283.0,228.0,78.0,903.0,470.0,2428.0,20.0,5.0,41.0,367.0,1776.0
2008-03-23,145.0,258.0,817.0,96.0,412.0,272.0,832.0,2469.0,5.0,38.0,860.0,113.0,34.0,1165.0,39.0,17.0,39.0,285.0,212.0,71.0,982.0,456.0,2369.0,27.0,5.0,59.0,403.0,2172.0
